[32T3J 893]
Grade of hand 6222A is 4
Ranked Hand: {4 [6 2 2 2 14] 197}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand Q4584 is 2
Ranked Hand: {2 [12 4 5 8 4] 381}
Inverser counts: {
	"1": 1,
	"3": 1
}, jcount 1
Grade of hand 5595J is 6
Ranked Hand: {6 [5 5 9 5 1] 714}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 3T6T6 is 3
Ranked Hand: {3 [3 10 6 10 6] 987}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand QQTQT is 5
Ranked Hand: {5 [12 12 10 12 10] 64}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand KKTKK is 6
Ranked Hand: {6 [13 13 10 13 13] 495}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand QKAA9 is 2
Ranked Hand: {2 [12 13 14 14 9] 863}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand KKKKQ is 6
Ranked Hand: {6 [13 13 13 13 12] 200}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand 3QAJ8 is 2
Ranked Hand: {2 [3 12 14 1 8] 989}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 222T5 is 4
Ranked Hand: {4 [2 2 2 10 5] 797}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand T9Q73 is 1
Ranked Hand: {1 [10 9 12 7 3] 595}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand TKK7T is 3
Ranked Hand: {3 [10 13 13 7 10] 945}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand 76767 is 5
Ranked Hand: {5 [7 6 7 6 7] 871}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand 3837K is 2
Ranked Hand: {2 [3 8 3 7 13] 674}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 99Q96 is 4
Ranked Hand: {4 [9 9 12 9 6] 40}
Inverser counts: {
	"1": 3
}, jcount 2
Grade of hand JJ296 is 4
Ranked Hand: {4 [1 1 2 9 6] 762}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand KJ3KQ is 5
Ranked Hand: {5 [13 1 3 13 12] 98}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand Q73A7 is 2
Ranked Hand: {2 [12 7 3 14 7] 747}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 5Q757 is 3
Ranked Hand: {3 [5 12 7 5 7] 105}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand 447JT is 5
Ranked Hand: {5 [4 4 7 1 10] 373}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 28298 is 3
Ranked Hand: {3 [2 8 2 9 8] 356}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand KK3KT is 4
Ranked Hand: {4 [13 13 3 13 10] 755}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 266TT is 3
Ranked Hand: {3 [2 6 6 10 10] 992}
Inverser counts: {
	"2": 2
}, jcount 1
Grade of hand Q5JQ5 is 5
Ranked Hand: {5 [12 5 1 12 5] 840}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand KK59Q is 2
Ranked Hand: {2 [13 13 5 9 12] 538}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand 4A94Q is 2
Ranked Hand: {2 [4 14 9 4 12] 113}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand T4TTT is 6
Ranked Hand: {6 [10 4 10 10 10] 268}
Inverser counts: {
	"4": 1
}, jcount 1
Grade of hand AAAJA is 7
Ranked Hand: {7 [14 14 14 1 14] 158}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand T3T88 is 3
Ranked Hand: {3 [10 3 10 8 8] 252}
Inverser counts: {
	"4": 1
}, jcount 1
Grade of hand JKKKK is 7
Ranked Hand: {7 [1 13 13 13 13] 690}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand 2339T is 2
Ranked Hand: {2 [2 3 3 9 10] 153}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand QQ9Q9 is 5
Ranked Hand: {5 [12 12 9 12 9] 718}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand AA2AA is 6
Ranked Hand: {6 [14 14 2 14 14] 586}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 666AK is 4
Ranked Hand: {4 [6 6 6 14 13] 602}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 8Q55Q is 3
Ranked Hand: {3 [8 12 5 5 12] 743}
Inverser counts: {
	"1": 1,
	"2": 1
}, jcount 2
Grade of hand J4J4K is 6
Ranked Hand: {6 [1 4 1 4 13] 740}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand 9AK2J is 2
Ranked Hand: {2 [9 14 13 2 1] 600}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand TTTT9 is 6
Ranked Hand: {6 [10 10 10 10 9] 256}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 94989 is 4
Ranked Hand: {4 [9 4 9 8 9] 128}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand K3KKK is 6
Ranked Hand: {6 [13 3 13 13 13] 387}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 6K6TK is 3
Ranked Hand: {3 [6 13 6 10 13] 540}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand 3Q333 is 6
Ranked Hand: {6 [3 12 3 3 3] 72}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand QKQKQ is 5
Ranked Hand: {5 [12 13 12 13 12] 346}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand Q7A8K is 1
Ranked Hand: {1 [12 7 14 8 13] 1}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand 2T222 is 6
Ranked Hand: {6 [2 10 2 2 2] 679}
Inverser counts: {
	"1": 2
}, jcount 3
Grade of hand 6AJJJ is 6
Ranked Hand: {6 [6 14 1 1 1] 378}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 45A55 is 4
Ranked Hand: {4 [4 5 14 5 5] 316}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand TTT44 is 5
Ranked Hand: {5 [10 10 10 4 4] 622}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand A42K3 is 1
Ranked Hand: {1 [14 4 2 13 3] 315}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 49QTK is 1
Ranked Hand: {1 [4 9 12 10 13] 711}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 4562Q is 1
Ranked Hand: {1 [4 5 6 2 12] 462}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 58K27 is 1
Ranked Hand: {1 [5 8 13 2 7] 818}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand 6Q8A8 is 2
Ranked Hand: {2 [6 12 8 14 8] 539}
Inverser counts: {
	"2": 2
}, jcount 1
Grade of hand KJQQK is 5
Ranked Hand: {5 [13 1 12 12 13] 293}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand Q28TK is 1
Ranked Hand: {1 [12 2 8 10 13] 946}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand K8J49 is 2
Ranked Hand: {2 [13 8 1 4 9] 220}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand 3333T is 6
Ranked Hand: {6 [3 3 3 3 10] 17}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand T774K is 2
Ranked Hand: {2 [10 7 7 4 13] 48}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand 883J2 is 5
Ranked Hand: {5 [8 8 3 1 2] 94}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand 5QQQ5 is 5
Ranked Hand: {5 [5 12 12 12 5] 433}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand T9325 is 1
Ranked Hand: {1 [10 9 3 2 5] 971}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand 55855 is 6
Ranked Hand: {6 [5 5 8 5 5] 998}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand 55K5K is 5
Ranked Hand: {5 [5 5 13 5 13] 96}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand 3T32K is 2
Ranked Hand: {2 [3 10 3 2 13] 167}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand 92229 is 5
Ranked Hand: {5 [9 2 2 2 9] 226}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand 33KJ7 is 5
Ranked Hand: {5 [3 3 13 1 7] 972}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand Q7A3T is 1
Ranked Hand: {1 [12 7 14 3 10] 868}
Inverser counts: {
	"2": 2
}, jcount 1
Grade of hand 6JQ6Q is 5
Ranked Hand: {5 [6 1 12 6 12] 177}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand Q2Q55 is 3
Ranked Hand: {3 [12 2 12 5 5] 756}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand 68K6A is 2
Ranked Hand: {2 [6 8 13 6 14] 581}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand 5555A is 6
Ranked Hand: {6 [5 5 5 5 14] 286}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand 85QQ6 is 2
Ranked Hand: {2 [8 5 12 12 6] 185}
Inverser counts: {
	"4": 1
}, jcount 1
Grade of hand TTTTJ is 7
Ranked Hand: {7 [10 10 10 10 1] 934}
Inverser counts: {
	"1": 3
}, jcount 2
Grade of hand 2JJ64 is 4
Ranked Hand: {4 [2 1 1 6 4] 91}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 46QQ6 is 3
Ranked Hand: {3 [4 6 12 12 6] 254}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand 626J8 is 5
Ranked Hand: {5 [6 2 6 1 8] 30}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand 43444 is 6
Ranked Hand: {6 [4 3 4 4 4] 471}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand TKQAK is 2
Ranked Hand: {2 [10 13 12 14 13] 550}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand 8KK5J is 5
Ranked Hand: {5 [8 13 13 5 1] 277}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand A46K4 is 2
Ranked Hand: {2 [14 4 6 13 4] 371}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 48A8A is 3
Ranked Hand: {3 [4 8 14 8 14] 587}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 88842 is 4
Ranked Hand: {4 [8 8 8 4 2] 541}
Inverser counts: {
	"1": 1,
	"2": 1
}, jcount 2
Grade of hand JK9J9 is 6
Ranked Hand: {6 [1 13 9 1 9] 405}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand T225T is 3
Ranked Hand: {3 [10 2 2 5 10] 944}
Inverser counts: {
	"1": 1,
	"3": 1
}, jcount 1
Grade of hand TTTAJ is 6
Ranked Hand: {6 [10 10 10 14 1] 349}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand J7629 is 2
Ranked Hand: {2 [1 7 6 2 9] 320}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 2K44K is 3
Ranked Hand: {3 [2 13 4 4 13] 843}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand 59857 is 2
Ranked Hand: {2 [5 9 8 5 7] 754}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand KKJ54 is 5
Ranked Hand: {5 [13 13 1 5 4] 849}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand T85QJ is 2
Ranked Hand: {2 [10 8 5 12 1] 36}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand 8T888 is 6
Ranked Hand: {6 [8 10 8 8 8] 574}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand 99333 is 5
Ranked Hand: {5 [9 9 3 3 3] 968}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand 44258 is 2
Ranked Hand: {2 [4 4 2 5 8] 907}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand 9A37J is 2
Ranked Hand: {2 [9 14 3 7 1] 355}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand QAAA2 is 4
Ranked Hand: {4 [12 14 14 14 2] 53}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand TT3TT is 6
Ranked Hand: {6 [10 10 3 10 10] 805}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 6T696 is 4
Ranked Hand: {4 [6 10 6 9 6] 878}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 74A23 is 1
Ranked Hand: {1 [7 4 14 2 3] 482}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand 6KJTT is 5
Ranked Hand: {5 [6 13 1 10 10] 784}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 42QAT is 1
Ranked Hand: {1 [4 2 12 14 10] 488}
Inverser counts: {
	"1": 3
}, jcount 2
Grade of hand J874J is 4
Ranked Hand: {4 [1 8 7 4 1] 792}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand 2Q8JK is 2
Ranked Hand: {2 [2 12 8 1 13] 654}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand 89K87 is 2
Ranked Hand: {2 [8 9 13 8 7] 967}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand QQQQT is 6
Ranked Hand: {6 [12 12 12 12 10] 615}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand A4A49 is 3
Ranked Hand: {3 [14 4 14 4 9] 475}
Inverser counts: {
	"1": 1,
	"2": 1
}, jcount 2
Grade of hand QQJJK is 6
Ranked Hand: {6 [12 12 1 1 13] 885}
Inverser counts: {
	"1": 1,
	"3": 1
}, jcount 1
Grade of hand JAAA8 is 6
Ranked Hand: {6 [1 14 14 14 8] 508}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand AKA4K is 3
Ranked Hand: {3 [14 13 14 4 13] 384}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 82T88 is 4
Ranked Hand: {4 [8 2 10 8 8] 12}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 99A55 is 3
Ranked Hand: {3 [9 9 14 5 5] 658}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand 33338 is 6
Ranked Hand: {6 [3 3 3 3 8] 614}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand A93JA is 5
Ranked Hand: {5 [14 9 3 1 14] 214}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand K386T is 1
Ranked Hand: {1 [13 3 8 6 10] 978}
Inverser counts: {
	"1": 1,
	"3": 1
}, jcount 1
Grade of hand 4443J is 6
Ranked Hand: {6 [4 4 4 3 1] 428}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 3KTT3 is 3
Ranked Hand: {3 [3 13 10 10 3] 910}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 22T62 is 4
Ranked Hand: {4 [2 2 10 6 2] 888}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 82637 is 1
Ranked Hand: {1 [8 2 6 3 7] 487}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 3T344 is 3
Ranked Hand: {3 [3 10 3 4 4] 850}
Inverser counts: {
	"1": 1,
	"3": 1
}, jcount 1
Grade of hand J4424 is 6
Ranked Hand: {6 [1 4 4 2 4] 874}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand J734Q is 2
Ranked Hand: {2 [1 7 3 4 12] 302}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand KJ4Q8 is 2
Ranked Hand: {2 [13 1 4 12 8] 395}
Inverser counts: {
	"1": 3
}, jcount 2
Grade of hand JA9J5 is 4
Ranked Hand: {4 [1 14 9 1 5] 636}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand 2AT5J is 2
Ranked Hand: {2 [2 14 10 5 1] 263}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 9AK4Q is 1
Ranked Hand: {1 [9 14 13 4 12] 9}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand KTTTT is 6
Ranked Hand: {6 [13 10 10 10 10] 174}
Inverser counts: {
	"2": 2
}, jcount 1
Grade of hand 336J6 is 5
Ranked Hand: {5 [3 3 6 1 6] 896}
Inverser counts: {
	"1": 1
}, jcount 4
Grade of hand JJJ8J is 7
Ranked Hand: {7 [1 1 1 8 1] 836}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand Q7K25 is 1
Ranked Hand: {1 [12 7 13 2 5] 530}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 52AQT is 1
Ranked Hand: {1 [5 2 14 12 10] 672}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand A6886 is 3
Ranked Hand: {3 [14 6 8 8 6] 179}
Inverser counts: {
	"3": 1
}, jcount 2
Grade of hand 6JJ66 is 7
Ranked Hand: {7 [6 1 1 6 6] 148}
Inverser counts: {
	"3": 1
}, jcount 2
Grade of hand QJJQQ is 7
Ranked Hand: {7 [12 1 1 12 12] 165}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 85685 is 3
Ranked Hand: {3 [8 5 6 8 5] 291}
Inverser counts: {
	"2": 2
}, jcount 1
Grade of hand 7QQJ7 is 5
Ranked Hand: {5 [7 12 12 1 7] 31}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 7KK87 is 3
Ranked Hand: {3 [7 13 13 8 7] 171}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 45534 is 3
Ranked Hand: {3 [4 5 5 3 4] 112}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand K55K2 is 3
Ranked Hand: {3 [13 5 5 13 2] 106}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand 6A666 is 6
Ranked Hand: {6 [6 14 6 6 6] 764}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 38AA3 is 3
Ranked Hand: {3 [3 8 14 14 3] 956}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand KKAJT is 5
Ranked Hand: {5 [13 13 14 1 10] 940}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 55578 is 4
Ranked Hand: {4 [5 5 5 7 8] 846}
Inverser counts: {
	"4": 1
}, jcount 1
Grade of hand 333J3 is 7
Ranked Hand: {7 [3 3 3 1 3] 984}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand 3Q3J5 is 5
Ranked Hand: {5 [3 12 3 1 5] 313}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 8946K is 1
Ranked Hand: {1 [8 9 4 6 13] 13}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand 93J43 is 5
Ranked Hand: {5 [9 3 1 4 3] 236}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 8T9A3 is 1
Ranked Hand: {1 [8 10 9 14 3] 869}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 4K48K is 3
Ranked Hand: {3 [4 13 4 8 13] 823}
Inverser counts: {
	"3": 1
}, jcount 2
Grade of hand J222J is 7
Ranked Hand: {7 [1 2 2 2 1] 325}
Inverser counts: {
	"2": 2
}, jcount 1
Grade of hand TTJ99 is 5
Ranked Hand: {5 [10 10 1 9 9] 279}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 664Q6 is 4
Ranked Hand: {4 [6 6 4 12 6] 628}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand 6QQQ6 is 5
Ranked Hand: {5 [6 12 12 12 6] 87}
Inverser counts: {
	"1": 1,
	"3": 1
}, jcount 1
Grade of hand QJQQ8 is 6
Ranked Hand: {6 [12 1 12 12 8] 2}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand 2TT2T is 5
Ranked Hand: {5 [2 10 10 2 10] 132}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand 65Q5K is 2
Ranked Hand: {2 [6 5 12 5 13] 607}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand 3K3KK is 5
Ranked Hand: {5 [3 13 3 13 13] 637}
Inverser counts: {
	"3": 1
}, jcount 2
Grade of hand 777JJ is 7
Ranked Hand: {7 [7 7 7 1 1] 224}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand 9T84J is 2
Ranked Hand: {2 [9 10 8 4 1] 912}
Inverser counts: {
	"1": 1,
	"3": 1
}, jcount 1
Grade of hand 99JA9 is 6
Ranked Hand: {6 [9 9 1 14 9] 461}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand 5K332 is 2
Ranked Hand: {2 [5 13 3 3 2] 923}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand A57Q4 is 1
Ranked Hand: {1 [14 5 7 12 4] 839}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand 46J59 is 2
Ranked Hand: {2 [4 6 1 5 9] 844}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 3768T is 1
Ranked Hand: {1 [3 7 6 8 10] 793}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand JQ966 is 5
Ranked Hand: {5 [1 12 9 6 6] 389}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand KKK7A is 4
Ranked Hand: {4 [13 13 13 7 14] 723}
Inverser counts: {
	"1": 3
}, jcount 2
Grade of hand J4QKJ is 4
Ranked Hand: {4 [1 4 12 13 1] 645}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand TQJ7A is 2
Ranked Hand: {2 [10 12 1 7 14] 110}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand QJ2Q6 is 5
Ranked Hand: {5 [12 1 2 12 6] 647}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand 22894 is 2
Ranked Hand: {2 [2 2 8 9 4] 665}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 22363 is 3
Ranked Hand: {3 [2 2 3 6 3] 502}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand KAKKK is 6
Ranked Hand: {6 [13 14 13 13 13] 682}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 5KKKA is 4
Ranked Hand: {4 [5 13 13 13 14] 265}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand K35K5 is 3
Ranked Hand: {3 [13 3 5 13 5] 734}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand Q6666 is 6
Ranked Hand: {6 [12 6 6 6 6] 470}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand T24TT is 4
Ranked Hand: {4 [10 2 4 10 10] 996}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand 8JQQT is 5
Ranked Hand: {5 [8 1 12 12 10] 163}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand A6934 is 1
Ranked Hand: {1 [14 6 9 3 4] 232}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand 98AA4 is 2
Ranked Hand: {2 [9 8 14 14 4] 343}
Inverser counts: {
	"1": 1,
	"2": 1
}, jcount 2
Grade of hand KJJ77 is 6
Ranked Hand: {6 [13 1 1 7 7] 332}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand 5TQ5J is 5
Ranked Hand: {5 [5 10 12 5 1] 697}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand 38Q89 is 2
Ranked Hand: {2 [3 8 12 8 9] 627}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand QQJ56 is 5
Ranked Hand: {5 [12 12 1 5 6] 247}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand T28T2 is 3
Ranked Hand: {3 [10 2 8 10 2] 486}
Inverser counts: {
	"1": 1,
	"3": 1
}, jcount 1
Grade of hand 55JQ5 is 6
Ranked Hand: {6 [5 5 1 12 5] 551}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 836Q9 is 1
Ranked Hand: {1 [8 3 6 12 9] 629}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand A88Q7 is 2
Ranked Hand: {2 [14 8 8 12 7] 6}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand 52555 is 6
Ranked Hand: {6 [5 2 5 5 5] 62}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 84548 is 3
Ranked Hand: {3 [8 4 5 4 8] 230}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand 9KKK9 is 5
Ranked Hand: {5 [9 13 13 13 9] 37}
Inverser counts: {
	"1": 1,
	"3": 1
}, jcount 1
Grade of hand AA2AJ is 6
Ranked Hand: {6 [14 14 2 14 1] 789}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand Q2222 is 6
Ranked Hand: {6 [12 2 2 2 2] 854}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand 77K7K is 5
Ranked Hand: {5 [7 7 13 7 13] 900}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand T8QT6 is 2
Ranked Hand: {2 [10 8 12 10 6] 505}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 95393 is 3
Ranked Hand: {3 [9 5 3 9 3] 292}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand 783JQ is 2
Ranked Hand: {2 [7 8 3 1 12] 902}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand 8888A is 6
Ranked Hand: {6 [8 8 8 8 14] 97}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand 99779 is 5
Ranked Hand: {5 [9 9 7 7 9] 86}
Inverser counts: {
	"2": 1
}, jcount 3
Grade of hand KKJJJ is 7
Ranked Hand: {7 [13 13 1 1 1] 961}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
